"text","valence","dominance","arousal"
"About 2 km (a mile) east of Wan Chai, Causeway Bay is second only to Tsim Sha Tsui as Hong Kong’s place to shop.",NA,NA,0
"A prosperous tourist district, it is full of shopping centers and department stores, along with a number of good restaurants.",1,1,1
"The busy night-and-day crowds make this area vibrant and lively.",1,1,NA
"On the nautical side is the Causeway Bay typhoon shelter, where expensive yachts are anchored almost gunwale to gunwale, and the Hong Kong Yacht Club has its headquarters.",1,NA,0
"Across Gloucester Road, opposite the World Trade Centre, is the Noonday Gun, which under British rule was sounded on the stroke of midday.",1,NA,NA
"Next to the Jardine building is Exchange Square, a complex with a large shopping mall; just behind it is the General Post Office with a philatelic center on the ground floor.",NA,NA,NA
"Silent for a time, the tradition has been revived and is a tourist attraction.",1,NA,NA
"It’s not clear how the custom started.",NA,0,0
"One story has it that traders Jardine, Matheson & Co fired a private salute for a visiting tycoon, an act that incensed the colonial authorities, who felt that they had the sole right to issue such a 21-gun welcome.",NA,NA,NA
"As a result, the merchants were forced to limit their salvoes to one a day — and from then on, they signaled the noon hour daily for all to hear.",0,0,NA
"The gun was made famous by Noel Coward’s satirical song, “Mad Dogs and Englishmen. ”",0,NA,NA
"Farther east is Hong Kong’s largest park, Victoria Park, with sports grounds and other facilities.",NA,0,0
"On the eastern side of Victoria Park on Causeway Road is Tin Hau Temple, dedicated to Tin Hau, the Taoist Queen of Heaven and patroness of seafarers.",NA,NA,0
"Originally the temple was on the shore but reclamation projects have now left it high and dry.",0,NA,1
"On the 23rd day of the Third Moon, the birthday of the goddess is celebrated here and in all Hong Kong fishing communities.",1,1,0
"Inland from the bay is Happy Valley.",1,1,0
"At one time it was a very miserable valley, a swampland conducive only to breeding malarial mosquitoes.",0,NA,NA
"It is home to Hong Kong’s first racetrack.",1,NA,0
"Hong Kong’s gamblers are so eager to play the horses that, despite the opening of a bigger and better racetrack at Sha Tin, the Happy Valley Racecourse is thriving.",1,1,NA
"Up Tai Hang Road behind Causeway Bay is Aw Boon Haw (Tiger Balm) Gardens (open daily 9:30am–4pm), founded in 1935 by the late Aw Boon Haw, who became a millionaire by producing the medicinal Tiger Balm.",1,NA,1
"(It does not, in fact, contain any ingredients from tigers, but does promise to cure a wide range of problems such as colds, headaches, rheumatism, gout, toothache, and scorpion bites. )",0,NA,NA
"With its garish pagodas, artificial caves, and brightly painted statues of well-known Taoist and Buddhist legends, the garden is an obvious photo opportunity.",1,0,NA
"Farther west is the ferry terminal for the outlying islands.",1,NA,0
"Aberdeen, the island’s oldest settlement, once a pirate lair, is home to the “floating population” — the boat people who spend their entire lives on the junks in the harbor, some proudly claiming never to have set foot on land (except for funerals, which don’t count).",0,NA,0
"The junks are a picturesque sight: children frolicking on the poop deck, women preparing food or playing mah-jong, elderly folk watching the sunset, dogs and cats underfoot, songbirds in bamboo cages overhead — and all afloat.",1,1,0
"On Connaught Road Central, you’ll find one of Hong Kong’s curiosities, the 244-m- (800-ft-) long Mid-Levels outdoor escalator.",1,1,NA
"The boats may appear deceptively primitive, but many of them have their own electric generators and all the modern conveniences.",1,NA,NA
"There are fewer boats now than in the past; many boat people, especially the younger generation, have moved to housing projects.",0,NA,0
"You can take a tour of the port in one of the small sampans, propelled by hand by women drivers.",1,1,NA
"A half-hour tour costs HK$50; pay at the end, or the driver may cut your trip short.",NA,1,1
"Aberdeen’s theatrical floating restaurants have been a tourist attraction for many years.",1,NA,NA
"The food may not live up to expectations, but the fantasy environment makes up for it.",1,1,NA
"If you can get up early enough, you can attend the pre-dawn auction held at the vast local wholesale fish market; otherwise, have a look at the street market that goes on later in the day.",1,NA,1
"The peninsula opposite the east coast of Ap Lei Chau island contains Ocean Park (open daily 10am–6pm; admission HK$150 adults, HK$75 children), which has become one of Hong Kong’s biggest attractions.",NA,1,NA
"It is divided into three areas: a highland, a lowland, and the Middle Kingdom.",NA,NA,0
"Linking the lowland and highland sections of the park, a cable-car system offers spectacular views across to the islands of the South China Sea.",1,0,0
"It ferries commuters from the Mid-Levels apartment complexes downhill from 6 to 10am, and uphill from 10am to midnight.",NA,1,0
"The Oceanarium is said to be the largest in the world, and the Ocean Theatre features displays by dolphins, killer whales, seals, and pelicans.",1,NA,1
"An enormous roller-coaster rising way above the sea, space wheels, and high-diving shows guarantee a day of excitement.",1,1,1
"The Middle Kingdom is a recreated “living” history of China’s past, presented through a number of full-size replicas of shrines, temples, pagodas, palaces, and street scenes.",NA,NA,1
"There are also demonstrations of traditional Chinese crafts, including silk-weaving, pottery, and p apermaking.",1,NA,0
"Water World, formerly in the complex, has closed for redevelopment.",0,NA,0
"The next inlet is Repulse Bay, a roomy, sandy crescent, with green hills.",1,NA,NA
"It’s so attractive and so easy to reach that it’s packed with sunbathers all summer long.",1,1,NA
"Stanley was once one of the main fishing villages on Hong Kong Island.",0,0,0
"The well-known Stanley Mar­ket (see page 55) is a major source for bargain clothing and other merchandise.",1,NA,0
"Stanley is also a favorite place of residence for ex-pats.",NA,1,NA
"Nearby is Central Market, the wholesale food market of Hong Kong, and the Hang Seng building (private offices).",NA,NA,0
"The waterfronts at Repulse Bay and Stanley are lined with good cafés and restaurants.",1,1,NA
"Though much smaller than Hong Kong Island, Kowloon has almost twice the population.",NA,1,0
"In many areas, the density reaches the equivalent of 150,000 inhabitants per square km (a quarter square mile).",NA,1,0
"Most of Kowloon’s attractions for visitors are centered near the tip of the peninsula in the district known as Tsim Sha Tsui.",NA,NA,NA
"Adjacent to the Star Ferry terminal is Ocean Terminal, where international cruise ships dock, and the gigantic Harbour City, a complex of malls, hotels, and restaurants.",1,1,NA
"If you walk east on the Star Ferry terminal concourse, you will find yourself on the wonderful Promenade, which begins at the clock tower, all that remains of the once grand Kowloon-Canton Railway Terminus.",1,1,0
"The waterfront here offers unparalled views of the harbor and Hong Kong Island.",1,1,NA
"If you continue to the end of the promenade, you will be in Tsim Sha Tsui East, a busy commercial district built on more than 60 hectares (150 acres) of reclaimed land.",0,0,NA
"Flanked by the clock tower is the imposing Hong Kong Cultural Centre.",1,0,NA
"Hong Kong’s major venue for the performing arts, the building has been criticized for its fortress-like architecture and windowless façade.",0,1,NA
"Just east of the Star Ferry terminal, you’ll come to City Hall.",0,NA,NA
"The interior is a comfortable amalgam of Chinese and Western design, with an impressive main lobby.",1,1,NA
"The center contains a concert hall with acclaimed acoustics, theaters, a library, an exhibition gallery, shops, restaurants, and bars.",1,0,0
"Next door is the Hong Kong Space Museum and Theatre (open Monday, Wed­nesday–Friday 1–9pm; Sat­ur­day, Sunday 10am–9pm; closed Tuesday; admission HK$10 adults, HK$5 children; separate admission to theater).",1,1,NA
"Its futuristic dome design is striking; inside are interactive exhibits, including one in which you can experience weightlessness.",1,NA,NA
"No longer a center of government, it now functions as a cultural center.",NA,NA,NA
"The theater presents “sky shows” and IMAX films.",1,NA,1
"The Hong Kong Museum of Art (see page 54) stands behind the Space Museum next to the cultural center.",NA,NA,0
"It contains the Xubaizhi collection of painting and calligraphy; galleries devoted to antiquities and ceramics; and a gallery of modern Chinese art.",1,NA,NA
"Particularly interesting is the collection of paintings and photographs of old Hong Kong.",1,1,1
"The museum mounts special exhibitions and has an excellent gift shop.",1,NA,NA
"A few blocks up Chatham Road South are two more major museums.",1,NA,1
"The Scien­ce Mus­eum (see page 55) is a state-of-the-art interactive museum that will teach you how everything and anything works from ancient sailing ships to the latest technology.",1,1,1
"Go through the underground walkway to Statue Square; on the east side of the square is the Legislative Council Building, one of the few colonial buildings left in Hong Kong.",NA,NA,0
"The fascinating collection of artifacts pertaining showcases 6,000 years of Hong Kong’s history and Chinese culture.",1,1,1
"Just across Salisbury Road from the cultural center is the historic Peninsula Hotel, now expanded and modernized by a 32-story tower.",1,NA,0
"Its restored lobby is Hong Kong’s most elegant gathering place; afternoon tea here is a visitors’ ritual.",1,1,1
"Alongside the hotel runs busy Nathan Road, Hong Kong’s fabled shopping street, lined with shops, hotels, and restaurants.",1,NA,NA
"Kowloon’s main street was created by Sir Matthew Nathan when he was governor of Hong Kong at the turn of the 19th century.",NA,NA,0
"At the time it was built, many thought it absurd to have a tree-lined boulevard running through what was practically a wilderness.",0,1,0
"Now the former “Nathan’s Folly” is known as the “Golden Mile. ”",NA,1,NA
"A few blocks up Nathan Road is Kowloon Park (open daily 6am–midnight), elegantly laid out with fountains, promenades, and ornamental gardens; be sure to go up the steps to see the Sculpture Walk.",1,NA,NA
"Farther up Nathan Street you will reach Yau Ma Tei, one of the older parts of Kowloon.",NA,NA,NA
"Turn off Nathan and walk down Kansu Street to find the Jade Market (open 10am–3pm; see page 80), with more than 100 stalls spread out in a large tent, just before you reach the overpass.",NA,1,0
"Hong Kong’s liveliest market scene is the Temple Street Night Market (see page 55), near Jordan Road.",NA,0,0
